,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
115,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
116,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
117,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
118,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
119,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
120,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
121,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
122,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
123,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
124,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
125,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
126,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
127,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
128,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
129,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
130,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
131,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
132,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
133,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
134,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
135,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
136,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
137,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
138,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
139,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
140,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
141,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
142,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
143,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
144,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
145,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
146,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
147,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
148,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
149,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
150,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
151,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
152,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
153,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
154,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
155,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
156,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
157,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
158,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
159,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
160,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
161,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
162,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
163,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
164,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
165,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
166,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
167,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
168,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
169,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
170,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
171,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
172,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
173,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
174,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
175,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
176,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
177,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
178,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
179,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
180,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
181,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
182,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
183,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
184,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
185,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
186,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
187,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
188,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
189,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
190,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
191,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
192,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
193,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
194,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
195,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
196,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
197,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
198,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
199,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
200,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
201,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
202,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
203,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
204,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
205,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
206,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
207,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
208,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
209,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
210,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
211,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
212,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
213,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
214,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
215,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
216,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
217,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
218,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
219,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
220,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
221,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
222,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
223,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
224,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
225,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
226,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
227,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
228,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
229,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
230,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
231,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
232,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
233,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
234,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
235,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
236,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
237,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
238,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
239,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
240,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
241,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
242,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
243,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
244,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
245,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
246,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
247,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
248,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
249,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
250,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
251,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
252,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
253,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
254,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
255,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
256,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
257,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
258,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
259,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
260,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
261,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
262,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
263,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
264,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
265,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
266,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
267,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
268,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
269,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
270,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
271,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
272,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
273,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
274,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
275,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
276,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
277,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
278,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
279,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
280,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
281,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
282,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
283,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
284,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
285,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
286,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
287,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
288,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
289,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
290,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
291,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
292,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
293,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
294,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
295,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
296,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
297,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
298,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
299,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
300,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
301,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
302,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
303,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
304,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
305,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
306,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
307,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
308,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
309,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
310,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
311,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
312,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
313,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
314,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
315,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
316,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
317,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
318,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
319,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
320,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
321,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
322,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
323,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
324,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
325,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
326,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
327,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
328,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
329,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
330,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
331,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
332,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
333,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
334,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
335,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
336,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
337,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
338,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
339,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
340,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
341,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
342,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
343,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
344,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
345,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
346,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
347,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
348,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
349,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
350,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
351,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
352,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
353,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
354,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
355,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
356,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
357,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
358,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
359,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
360,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
361,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
362,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
363,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
364,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
365,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
366,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
367,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
368,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
369,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
370,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
371,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
372,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
373,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
374,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
375,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
376,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
377,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
378,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
379,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
380,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
381,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
382,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
383,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
384,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
385,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
386,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
387,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
388,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
389,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
390,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
391,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
392,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
393,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
394,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
395,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
396,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
397,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
398,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
399,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
400,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
401,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
402,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
403,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
404,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
405,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
406,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
407,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
408,Paris,90,FR,1546916400,93,48.86,2.35,282.15,3.6
